id,name,yamakei,yamap,wikipedia,yamakei_id,yamap_id,wikipedia_title
530,横根山,O,O,X,278,3812,
531,護摩壇山,O,O,O,769,4404,護摩壇山
532,雄阿寒岳,O,O,O,13,17719,雄阿寒岳
533,大日山,O,O,O,692,19401,大日山
534,焼山,O,O,X,166,18542,
535,大東岳,O,O,X,211,196,
536,神室山,O,O,O,200,7763,神室山
537,青松葉山,O,O,X,144,18719,
538,川乗山,O,O,O,361,30,川苔山
539,雲仙岳,O,O,O,990,93,雲仙岳
540,三室山,O,O,X,813,4688,
541,矢筈ヶ山,O,O,O,831,5109,矢筈ヶ山
542,笠捨山,O,O,O,761,7112,大峰山脈
543,五葉山,O,X,O,150,,五葉山
544,高社山（高井富士）,O,O,O,323,16881,高社山
545,高松岳,O,O,O,197,18169,高松岳
546,恐羅漢山,O,O,O,862,14212,恐羅漢山
547,渚滑岳,O,O,O,27,17761,渚滑岳
548,伯母子岳,O,O,O,768,75,伯母子岳
549,後山,O,O,O,816,4642,後山
550,諸塚山,O,O,X,1006,11447,
551,吾妻耶山,O,O,O,318,6297,吾妻耶山
552,冠山,O,O,O,865,14065,冠山 (廿日市市)
553,寂地山,O,O,O,866,14066,寂地山
554,阿蘇山,O,O,O,977,15546,阿蘇山
555,不入山,O,O,X,940,6250,
556,大雨見山,O,O,O,668,3798,京都大学大学院理学研究科附属飛騨天文台
557,富良野西岳,O,O,O,64,17475,富良野西岳
558,天子ヶ岳,O,O,O,399,3073,天子ヶ岳
559,遠音別岳,X,O,O,,4836,遠音別岳
560,十方山,O,O,O,863,16448,冠山 (廿日市市)
561,阿蘇山,O,O,O,976,15567,阿蘇山
562,ホロホロ山,X,O,O,,17268,ホロホロ山
563,恵庭岳,O,O,O,96,15508,恵庭岳
564,堺ノ神岳,O,O,X,142,7138,
565,沖ノ山,X,O,X,,16736,
566,金糞岳,O,O,O,706,2593,金糞岳
567,鉾ヶ岳,O,O,X,426,19873,
568,八面山,X,O,O,,8765,八面山 (徳島県)
569,喜登牛山,O,O,O,56,4548,喜登牛山
570,権現山,O,O,O,371,16210,大室山 (丹沢)
571,扇ノ山,O,O,O,810,16778,扇ノ山
572,迷岳,O,O,X,749,8393,
573,ニセコアンヌプリ,O,O,O,104,2748,ニセコアンヌプリ
574,害鷹森,O,X,X,143,,
575,武甲山,O,O,O,359,96,武甲山
576,仰烏帽子山,O,O,O,1014,11272,仰烏帽子山
577,比婆山,O,O,O,841,12983,吾妻山 (広島県・島根県)
578,余別岳,O,O,O,100,17346,余別岳
579,天狗森,O,X,X,918,,
580,子持山,O,O,O,339,16751,子持山
581,六角牛山,O,O,O,149,18364,六角牛山
582,札幌岳,O,O,O,94,17377,札幌岳
583,粟ヶ岳,O,O,O,298,699,粟ヶ岳 (新潟県)
584,三周ヶ岳,O,O,O,705,3316,三周ヶ岳
585,北見富士,O,O,X,34,17659,
586,御荷鉾山,X,O,O,,13994,御荷鉾山
587,遊楽部岳（見市岳）,O,O,O,115,2435,遊楽部岳
588,道後山,O,O,O,840,12966,道後山
589,口三方岳,O,O,O,675,6090,三方岩岳
590,猿政山,O,O,X,843,10784,
591,大岳山,O,O,O,374,109,大岳山 (東京都)
592,安蔵寺山,O,O,O,867,10126,安蔵寺山
593,冷水山,O,O,O,771,4083,果無山脈
594,遠島山,O,O,X,139,9087,
595,禿岳（小鏑山）,O,O,O,203,7541,禿岳
596,冠山,O,O,O,704,3344,冠山 (岐阜・福井県境)
597,矢筈岳,O,O,O,299,723,矢筈岳 (新潟県)
598,那岐山,O,O,O,817,4638,那岐山
599,知床岳,O,O,O,1,17816,知床岳
600,冠着山（姨捨山）,O,O,O,439,7637,冠着山
601,大山,O,O,O,385,32,大山 (神奈川県)
602,東ヌプカウシヌプリ,O,O,O,52,17449,東ヌプカウシヌプリ
603,空沼岳,O,O,O,95,17355,空沼岳
604,向白神岳,O,O,O,175,7248,向白神岳
605,高見山,O,O,O,745,65,高見山
606,御池岳,O,O,O,711,9044,御池岳
607,花知ヶ仙,O,O,O,828,13110,角ヶ仙
608,トマム山,X,O,O,,17443,星野リゾート トマム
609,安家森,O,X,X,138,,
610,火打岳,O,O,O,201,7775,神室山
611,雨乞岳,O,O,O,714,8609,御在所岳
612,高隈山,O,O,O,1023,7533,高隈山地
613,三峰山,O,O,O,744,9,三峰山 (三重県・奈良県)
614,白神岳,O,O,O,176,34,白神岳
615,東三方ヶ森,O,X,O,898,,東三方ヶ森
616,釈迦岳,X,O,O,,12697,釈迦岳 (大分県・福岡県)
617,東三国山,O,O,O,55,17648,東三国山
618,釈迦岳,O,O,O,979,7687,釈迦岳 (大分県・福岡県)
619,峠ノ神山,O,O,X,145,7343,
620,高月山,O,O,O,945,5644,三本杭
621,三本杭,O,X,O,946,,三本杭
622,比婆山,O,O,O,842,12988,吾妻山 (広島県・島根県)
623,高賀山,O,O,O,700,3342,高賀山
624,二ッ森山,O,O,O,553,4777,二ッ森山 (岐阜県)
625,臥龍山,O,O,X,860,2371,
626,鉢伏山,O,O,O,811,73,氷ノ山
627,黒姫山,O,O,O,456,771,黒姫山 (糸魚川市)
628,目国内岳,O,O,O,103,20116,目国内岳
629,毛無山,O,O,O,834,3015,毛無山 (鳥取県・岡山県)
630,大万木山,O,O,O,844,13978,大万木山
631,阿佐山,O,O,X,856,14263,
632,栗子山,O,O,O,217,13661,栗子峠
633,武奈ヶ岳,O,O,O,719,114,武奈ヶ岳
634,御在所山,O,O,O,713,115,御在所岳
635,箱根山,O,O,O,401,91,箱根山
636,雷電山,X,O,O,,1800,雷電山 (岩内町・蘭越町)
637,牛廻山,O,O,O,770,4170,護摩壇山
638,剣山,O,O,X,71,17441,
639,高鉢山,O,O,X,827,5452,
640,蒜山,O,O,O,830,120,蒜山
641,英彦山,O,O,O,953,1,英彦山
642,大滝根山,O,O,O,253,49,大滝根山
643,天狗石山,O,O,X,857,14237,
644,大平山,O,O,X,112,2542,
645,明星山,O,O,O,457,19727,明星山
646,花見山,O,O,X,837,13037,
647,高隈山,X,O,O,,7532,高隈山地
648,三巣子岳,O,O,X,140,18779,
649,酒呑童子山,O,O,O,980,12673,酒呑童子山
650,田代岳,O,O,O,179,2710,田代岳
651,工石山,O,O,O,923,7469,工石山
652,泉ヶ岳,O,O,O,209,195,泉ヶ岳
653,蓬莱山,O,O,X,721,66,
654,金北山,O,O,O,419,1429,金剛山 (佐渡島)
655,太平山,O,O,O,181,18490,太平山 (秋田県)
656,大仏岳,O,O,X,182,18482,
657,横津岳,O,O,O,118,2325,横津岳
658,二子山,O,O,X,344,12873,
659,小五郎山,O,O,O,868,10328,小五郎山
660,戸来岳,O,O,O,159,35,戸来岳
661,駒ヶ岳,O,O,O,178,948,藤里駒ヶ岳
662,深入山,O,O,O,861,13966,深入山
663,身延山,O,O,O,642,8269,身延山インターチェンジ
664,鷹ノ巣山,O,O,O,651,1384,鷹ノ巣山 (愛知県)
665,丁岳,O,O,O,186,418,丁岳
666,高清水山,O,O,O,673,963,高清水山
667,ウェンシリ岳,O,O,O,26,19985,ウエンシリ岳
668,船通山,O,O,O,839,13004,船通山
669,万年山,O,O,O,965,14570,万年山
670,妙見山,O,O,O,806,8132,妙見山 (養父市・香美町)
671,藤無山,O,O,O,807,6781,瀞川山
672,権現山,O,O,O,372,16203,大室山 (丹沢)
673,[高ドッキョウ],O,X,O,647,,高ドッキョウ
674,尾城山,O,O,X,552,3506,
675,高越山,O,O,O,903,9529,高越山
676,犬ヶ岳,O,O,O,952,14665,犬ヶ岳 (福岡県・大分県)
677,駒ヶ岳,O,O,O,117,2403,北海道駒ヶ岳
678,函岳,O,O,O,23,5283,函岳
679,菱ヶ岳,O,O,X,424,19877,
680,三瓶山,O,O,O,846,121,三瓶山
681,鐘ヶ龍森,O,X,X,919,,
682,高陽山,O,O,X,248,964,
683,金剛山,O,O,O,736,118,金剛山 (金剛山地)
684,姫神山,O,O,O,141,193,姫神山 (岩手県)
685,大塔山,O,O,O,772,498,大塔山
686,法師山,O,O,X,773,561,
687,津黒山,O,O,O,829,13100,津黒山
688,鰐塚山,O,O,O,1019,2960,牛の峠
689,御岳（北岳）,O,X,X,1027,,
690,五ノ宮嶽,O,X,O,163,,五の宮岳
691,大倉山,O,O,X,838,3248,
692,羅漢山,O,O,O,869,14082,鬼ヶ城山 (広島県・山口県)
693,尻別岳,O,O,O,106,1827,尻別岳
694,豊似岳,O,O,O,87,3159,豊似岳
695,妙義山,O,O,O,340,470,妙義山
696,段ヶ峰,X,X,O,,,段ヶ峰
697,風不死岳,O,O,O,97,3460,風不死岳
698,ピンネシリ,O,O,O,62,3887,ピンネシリ (新十津川町・当別町)
699,竜ヶ岳,O,O,O,712,251,藤原岳
700,鷲走ヶ岳,O,O,X,691,19467,
701,霊仙山,O,O,O,708,7330,鈴鹿山脈
702,鷲ヶ巣山,O,O,X,239,1624,
703,二ッ森,O,X,O,177,,二ツ森 (秋田県・青森県)
704,稲庭岳,O,O,O,162,1307,稲庭岳
705,玉置山,O,O,O,762,4212,玉置山
706,多良岳,O,O,O,987,9875,多良岳
707,翁山,O,O,X,206,419,
708,蘇武岳,O,O,O,805,8168,蘇武岳
709,大千軒岳,O,O,O,124,2853,大千軒岳
710,大佐山,O,O,X,859,10540,
711,幾春別岳,O,O,O,66,408,幾春別岳
712,紫尾山（上宮山）,O,O,O,1018,5118,紫尾山
713,平家ヶ岳,O,O,X,871,9890,
714,篠山,O,O,X,947,5626,
715,七時雨山,O,O,O,164,133,七時雨山
716,標津岳,X,O,O,,17728,標津岳
717,佐幌岳,O,O,O,53,3762,佐幌岳
718,竜王山,O,O,X,895,9745,
719,真昼岳,O,O,O,193,9430,真昼岳
720,多良岳,O,O,O,989,617,多良岳
721,日山（天王山）,O,O,O,251,13560,鎌倉岳 (田村市)
722,金剛山,X,X,O,,,金剛山 (金剛山地)
723,脊振山,O,O,O,958,13748,脊振山
724,鈴ヶ森,O,X,X,942,,
725,浄法寺山,O,O,O,694,19413,浄法寺山
726,竜爪山,O,O,O,648,782,竜爪山
727,大峯山,O,O,X,864,10309,
728,天山,O,O,O,960,2,天山
729,昆布岳,O,O,O,108,17290,昆布岳
730,高峰山,O,O,X,763,15494,
731,大川山,O,O,X,896,8816,
732,樽前山,O,O,O,98,3873,樽前山
733,倶留尊山,O,O,O,742,9835,倶留尊山
734,鈴ノ大谷山,O,O,X,870,16407,
735,白地山,O,O,O,160,18968,白地山
736,ピッシリ山,O,O,O,57,5154,ピッシリ山
737,星山,O,O,O,836,14931,星山
738,局ヶ岳,O,O,O,743,2037,局ヶ岳
739,杢蔵山,O,O,O,202,7362,杢蔵山
740,中岳,O,O,X,161,2976,
741,手稲山,O,O,O,90,7458,手稲山
742,八溝山,O,O,O,260,1287,八溝山
743,ハッタオマナイ岳,O,O,O,68,17428,ハッタオマナイ岳
744,摩耶山,O,O,X,235,198,
745,国見山,O,O,X,981,4091,
746,乙部岳,O,O,O,116,2385,乙部岳
747,琴引山（弥山）,O,O,X,845,10783,
748,三頭山,O,O,O,58,5058,三頭山 (北海道)
749,本倶登山,O,O,X,92,17308,
750,千ヶ峰,O,X,O,802,,千ヶ峰
751,宝仏山,O,O,O,835,3189,宝仏山
752,莇ヶ岳,O,O,X,873,9886,
753,藻琴山,O,O,O,10,4812,藻琴山
754,[加無山],O,O,O,188,18199,丁岳
755,多良岳,O,O,O,988,615,多良岳
756,長九郎山,O,O,X,406,2693,
757,白鷹山,O,O,O,241,13802,白鷹山
758,貫気別山,O,O,O,107,17305,尻別岳
759,米山,O,O,O,422,19957,米山
760,十種ヶ峰,O,X,O,875,,十種ヶ峰
761,ピヤシリ山,O,O,O,24,5204,ピヤシリ山
762,牛岳,O,O,O,661,14431,牛岳
763,高縄山,O,O,O,899,6248,高縄山
764,馬糞ヶ岳,O,O,O,872,9795,馬糞ヶ岳
765,荒雄岳,O,O,X,199,15212,
766,達磨山,O,O,O,405,2808,天城山
767,甑山,O,O,O,187,14755,甑山
768,御岳,O,O,X,1045,10825,
769,馬見山,O,O,O,954,12198,古処山
770,壺神山,O,O,O,934,5914,壺神山
771,皆子山,O,O,O,720,7897,皆子山
772,国見山,X,O,X,,11211,
773,甫与志岳,O,O,O,1025,7737,甫与志岳
774,鎌倉岳,O,O,O,252,16119,鎌倉岳 (田村市)
775,粟鹿山,O,O,O,801,1265,山東インターチェンジ
776,葛城山,O,O,O,735,117,大和葛城山
777,七ッ岳,O,O,X,123,17125,
778,尼ケ岳,O,O,X,741,2104,
779,白馬山,O,O,X,767,4353,
780,蓬田岳,O,O,O,255,1348,矢大臣山
781,大滝山,O,O,X,894,14668,
782,黒森,O,X,X,194,,
783,富士写ヶ岳,O,O,O,693,19441,富士写ヶ岳
784,モッチョム岳,O,O,O,1043,9299,モッチョム岳
785,医王山,O,O,O,674,2123,医王山スキー場
786,笠形山,O,O,O,803,6518,笠形山
787,三郡山,O,O,O,956,16159,三郡山
788,六甲山,O,O,O,797,116,六甲山
789,百里ヶ岳,O,O,O,779,8259,百里ヶ岳
790,稲尾岳,O,O,O,1026,14220,稲尾岳
791,東根山,O,O,O,191,2687,東根山
792,雲辺寺山,O,O,O,897,8817,雲辺寺
793,愛宕山,O,O,O,785,69,愛宕山 (京都市)
794,開聞岳,O,O,O,1033,189,開聞岳
795,鷹ノ巣山,O,O,O,851,16553,鷹ノ巣山
796,長老ヶ岳,O,O,O,783,3246,長老ヶ岳
797,[南硫黄島],X,X,O,,,福徳岡ノ場
798,御在所山,X,O,X,,5701,
799,雪彦山,O,O,O,809,6539,雪彦山
800,野坂岳,O,O,O,776,7233,野坂岳
801,五頭山,O,O,O,247,6905,五頭山
802,雲月山,O,O,X,858,10577,
803,那智山,X,O,O,,3955,那智滝
804,笙ヶ岳,O,O,O,709,4387,養老山地
805,子ノ泊山,O,O,X,764,11822,
806,青野山,O,O,O,874,10158,青野山
807,竜門岳,O,O,O,746,7236,竜門山地
808,福智山,O,O,O,951,241,福智山
809,岩湧山,O,O,O,737,10,岩湧山
810,桟敷ヶ岳,O,O,O,784,698,桟敷ヶ岳
811,室根山,O,O,O,153,3766,室根山
812,黒姫山,O,O,O,423,697,刈羽黒姫山
813,白木山,O,O,O,852,10433,白木山 (広島県)
814,秋葉山,O,O,X,637,7498,
815,障子山,X,O,O,,6054,障子山
816,釜臥山,O,O,O,129,19241,釜臥山
817,筑波山,O,O,O,263,90,筑波山
818,堂平山,O,O,O,358,15415,堂平山
819,屹兎屋山,O,O,X,254,13204,
820,氷上山,O,O,X,152,4419,
821,天狗岳,O,O,X,101,8909,
822,頭巾山,O,O,O,782,1833,頭巾山
823,物見山,O,O,X,151,8938,
824,生石ヶ峰,O,X,X,766,,
825,今ノ山,X,O,O,,4336,今ノ山
826,イルムケップ山,O,O,O,63,17585,イルムケップ山
827,冠山,O,O,X,855,14090,
828,養老山,O,O,O,710,2749,養老山地
829,葛城山,O,O,O,738,71,和泉葛城山
830,カムイヌプリ（摩周岳）,O,O,O,12,446,摩周岳
831,堂が森,O,X,O,944,,堂が森
832,陣馬山（陣場山）,O,O,O,375,29,陣馬山
833,西山（八丈富士）,O,O,X,412,15701,
834,折爪岳,O,O,O,137,1363,折爪岳
835,新保岳,O,O,X,240,14783,
836,伊豆ヶ岳,O,O,O,360,113,伊豆ヶ岳
837,御山,O,O,X,411,15706,
838,比叡山,O,O,O,722,67,比叡山
839,笠取山,O,O,O,718,15515,笠取山分屯基地
840,ポロヌプリ山,O,O,O,21,9128,ポロヌプリ山
841,東床尾山,O,O,O,795,8169,東床尾山
842,野呂山（膳棚山）,O,O,O,854,10282,野呂山
843,星居山,O,O,X,848,365,
844,八高山,O,O,X,638,2694,
845,大江山（千丈ヶ嶽）,O,O,O,794,2804,大江山
846,行縢山,O,O,O,1003,7366,行縢山
847,仁頃山,O,O,O,30,17677,仁頃山
848,霊山,O,O,O,250,202,霊山 (福島県)
849,経が峰,X,X,O,,,経ヶ峰
850,欝岳,O,O,O,25,17810,鬱岳
851,嶮岨山,X,O,X,,9853,
852,毛無山,X,O,X,,17182,
853,出石山,O,O,O,935,5856,出石山
854,アポイ岳,O,O,O,88,4704,アポイ岳
855,大江高山,O,O,X,847,10785,
856,浮嶽,X,O,O,,20236,浮嶽
857,鷹取山,O,O,O,978,4664,耳納山地
858,青麻山,O,O,O,216,2934,蔵王連峰
859,玄岳,O,O,O,402,1819,玄岳
860,御岳,O,X,X,1047,,
861,岩部岳,O,O,X,125,17121,
862,日野山,O,O,O,696,1921,日野山
863,三嶽,O,X,X,790,,
864,榊ヶ峰,X,X,O,,,北硫黄島
865,本宮山,O,O,O,653,2326,本宮山 (岡崎市・豊川市・新城市)
866,矢筈山,O,O,X,893,14398,
867,雲谷山,O,O,X,777,19277,
868,剣尾山,O,O,O,789,7518,剣尾山
869,燧岳,O,O,O,128,19269,恐山山地
870,七洞岳,O,O,X,748,2015,
871,国見山,O,O,X,985,3175,
872,雄山,O,O,X,410,15711,
873,中津峰山,O,O,O,901,8769,中津峰山
874,高畑山,O,O,X,715,2343,
875,蟠蛇森,O,X,X,941,,
876,霊山,O,O,X,716,2151,
877,三原山,O,X,O,407,,三原山
878,鹿嵐山,O,O,X,962,5505,
879,堀坂山,O,O,O,740,2119,堀坂山
880,八乙女山,O,O,O,672,19523,八乙女山
881,龍門山,O,O,O,765,4892,龍門山
882,佩楯山,O,O,O,1000,11907,佩楯山
883,ウコタキヌプリ,X,O,O,,4767,ウコタキヌプリ
884,西鳳翩山,O,O,O,877,13950,西鳳翩山
885,岳山,X,O,X,,6150,
886,階上岳（種市岳）,O,O,O,135,36,階上岳
887,温海岳,O,O,X,234,6561,
888,桂岳,X,O,X,,15490,
889,有珠山,O,O,O,110,2521,有珠山
890,江良岳,O,O,X,127,765,
891,十二神山,O,O,X,148,18652,
892,ポロシリ山,O,O,O,59,17526,ポロシリ山
893,白髪岳,O,O,O,791,3110,弥十郎ヶ嶽
894,両子山,O,O,O,961,8066,両子山
895,丸屋形岳,O,O,O,132,863,津軽山地
896,本山,O,O,X,190,18816,
897,八塩山,O,O,X,184,417,
898,貫山,O,O,O,950,106,貫山
899,徳仙丈山,O,O,O,154,4452,徳仙丈山
900,神南山,O,O,X,936,5849,
901,加波山,O,O,O,262,3328,加波山
902,三大明神山,O,O,X,256,13160,
903,硫黄岳,O,O,X,1038,10890,
904,敏音知岳,O,O,O,22,17848,敏音知岳
905,摩耶山,O,O,O,798,240,摩耶山
906,桂木山,O,O,O,879,5454,如意ヶ岳
907,大平山,O,O,X,822,12934,
908,鳳来寺山,O,O,O,652,204,鳳来寺山
909,湯湾岳,O,O,X,1051,10797,
910,青葉山,O,O,O,781,5245,青葉山 (京都府・福井県)
911,天井ヶ岳,O,O,O,881,9707,天井ヶ岳
912,矢筈岳,O,O,O,1017,5605,矢筈岳 (熊本県水俣市・鹿児島県出水市)
913,太鼓山,O,O,O,792,8369,太鼓山
914,倉岳,O,O,O,1034,11279,熊本県立天草高等学校倉岳校
915,呉娑々宇山,O,O,O,853,14207,呉娑々宇山
916,鷲峰山,O,O,X,725,7113,
917,ポンポン山,O,O,O,786,70,ポンポン山 (近畿)
918,八重山,O,O,X,1028,11008,
919,四ッ滝山,O,X,X,133,,
920,花尾山,O,O,X,880,13959,
921,八幡岳,O,O,O,121,19991,八幡岳
922,金峰山,O,O,X,983,11788,
923,龍王山,O,O,X,850,14511,
924,磯砂山,O,O,O,793,8357,磯砂山
925,妙見山,O,O,X,787,7308,
926,五在所ノ峯,O,X,X,943,,
927,竪破山,O,O,O,257,17096,竪破山
928,古岳,O,O,X,1040,10875,
929,国見岳,O,O,X,695,19366,
930,男体山,O,O,O,258,9166,奥久慈男体山
931,久斗山,X,O,O,,3249,久斗インターチェンジ
932,矢立山,O,O,O,997,12331,有明山 (長崎県)
933,大地山,O,O,X,420,1358,
934,井之川岳,O,O,X,1052,10806,
935,生駒山,O,O,O,732,6880,生駒山
936,宝達山,O,O,O,659,19636,宝達山
937,金峯山,X,O,O,,2781,金峯山 (鹿児島県)
938,弥彦山,O,O,O,421,1322,弥彦山
939,パンケ山,X,O,X,,17835,
940,大平山,O,O,O,878,9337,大平山送信所
941,猿投山,O,O,O,654,246,猿投山
942,前岳,O,X,X,1044,,
943,高鈴山,O,O,O,259,5046,高鈴山
944,櫓岳,O,O,X,1039,10899,
945,久須夜ヶ岳,O,O,O,778,2955,久須夜ヶ岳
946,太竜寺山,O,O,O,902,8747,太竜寺山
947,恵山,O,O,O,119,17179,恵山 (火山)
948,狗留孫山（御岳）,O,O,X,882,11273,
949,象頭山,O,X,X,892,,
950,名久井岳,O,O,O,136,19076,名久井岳
951,竜王山,O,O,O,883,6466,竜王山 (下関市)
952,虚空蔵山,O,O,X,986,11667,
953,大満寺山,O,O,O,823,10533,大満寺山
954,諭鶴羽山,O,O,O,800,2094,諭鶴羽山
955,尾岳,O,O,X,1036,10946,
956,高尾山,O,O,O,376,108,高尾山
957,足立山（霧ヶ岳）,O,O,O,949,15510,足立山
958,東光山,O,O,O,183,2498,東光山
959,音羽山,O,O,O,723,7429,音羽山 (滋賀県・京都府)
960,善司ノ森山,O,O,X,775,11680,
961,野間岳,O,O,O,1032,7089,野間岳
962,八郎岳,O,O,O,993,11522,八郎岳
963,熊ヶ岳,X,O,O,,10980,揖宿山地
964,御岳,O,O,X,1048,10817,
965,犬鳴山（熊ヶ城）,O,O,O,955,14541,犬鳴山 (福岡県)
966,神威山,O,O,X,126,17174,
967,飯盛山,O,O,O,780,1828,飯盛山 (福井県)
968,大室山,X,O,O,,1810,大室山 (静岡県)
969,天上山,O,O,O,409,14164,天上山 (東京都)
970,来日岳,O,O,O,796,8256,来日岳
971,石動山,O,O,O,658,14429,石動山
972,長浦岳,X,O,X,,11563,
973,有明山,O,O,O,996,12337,有明山 (長崎県)
974,朝熊ヶ岳,O,O,O,747,2077,朝熊山
975,歌垣山,O,O,O,788,7306,歌垣山
976,鉢伏山,X,O,X,,644,
977,八塔寺山,O,O,X,820,6395,
978,鼻高山,O,O,X,826,4727,
979,弥山,O,O,O,887,122,弥山 (広島県)
980,高山,O,O,X,876,10218,
981,藻岩山,O,O,O,89,130,藻岩山 (札幌市)
982,於茂登岳,O,O,O,1057,205,於茂登岳
983,皇座山,O,O,O,888,3416,室津半島
984,角山,O,O,X,1035,6723,
985,妙見山,O,O,X,799,4244,
986,吾国山,O,O,O,261,3326,吾国山
987,白嶽,X,O,O,,20302,有明山 (長崎県)
988,二上山,O,O,O,734,78,二上山 (奈良県・大阪府)
989,冠岳（西岳）,O,O,O,1029,11007,冠岳 (鹿児島県いちき串木野市)
990,黒髪山,O,O,O,984,3163,黒髪山 (佐賀県)
991,アトサヌプリ（硫黄山）,O,O,O,11,17707,アトサヌプリ
992,吹越烏帽子,O,X,O,131,,吹越烏帽子
993,宮塚山,X,O,X,,15721,
994,母衣月山,O,O,O,111,17295,母衣月山
995,与那覇岳,O,O,O,1054,8884,与那覇岳
996,筒ヶ岳,O,O,X,982,12616,
997,金山,O,O,X,821,3417,
998,御岳,O,O,X,1046,10823,
999,[横当島],O,X,X,1050,,
1000,礼文岳,O,O,O,17,17876,礼文岳
1001,大平山,O,O,X,890,9112,
1002,御岳,O,O,X,994,12460,
1003,宝立山,O,O,O,656,667,宝立山
1004,金峰山,O,O,X,230,8251,
1005,古見岳,O,O,O,1058,8490,古見岳
1006,梵珠山,O,O,O,134,16173,梵珠山
1007,三輪山,O,O,O,728,5837,三輪山
1008,乳房山,X,O,O,,15650,乳房山
1009,父ヶ岳,O,O,X,999,11491,
1010,八重岳,O,O,O,1055,8707,八重岳
1011,焼火山,O,O,O,824,10502,焼火山
1012,金華山,O,O,O,155,14424,金華山 (宮城県)
1013,白旗山,O,O,O,819,6386,白旗城
1014,山王山（雄嶽）,O,O,X,998,11583,
1015,熊ヶ峰,X,X,X,,,
1016,信貴山,O,O,X,733,6189,
1017,鷲ヶ頭山,O,O,O,886,8979,鷲ヶ頭山
1018,三上山,O,O,O,724,68,三上山
1019,幌尻山,X,O,O,,17844,幌尻山
1020,飯野山（讃岐富士）,O,O,O,891,125,飯野山
1021,俎石山,X,O,X,,5153,
1022,羽黒山,O,O,O,231,420,羽黒山 (山形県)
1023,房住山,O,O,X,180,14644,
1024,愛宕山,O,O,O,382,15745,愛宕山 (南房総市)
1025,基山,O,O,O,957,12172,基山
1026,桑畑山,O,O,X,130,19265,
1027,昭和新山,O,O,O,109,2522,昭和新山
1028,硫黄山,X,O,X,,15693,
1029,鹿野山,O,X,O,378,,マザー牧場
1030,清澄山,O,O,O,377,567,清澄寺 (鴨川市)
1031,五剣山（八栗山）,O,O,O,889,9851,五剣山 (高松市の山)
1032,書写山,O,O,O,818,7454,書写山
1033,恩納岳,O,O,O,1056,8632,恩納岳
1034,寒風山,O,O,O,189,18818,寒風山 (秋田県)
1035,富山,O,O,X,380,9303,
1036,朝日山,O,O,X,825,4945,
1037,若草山（三笠山）,O,O,O,727,6834,若草山
1038,伊予ヶ岳,O,O,O,381,27,伊予ヶ岳
1039,函館山,O,O,O,120,1179,函館山
1040,金華山,O,O,O,655,249,金華山 (岐阜県)
1041,鋸山,O,O,O,379,111,鋸山 (千葉県)
1042,笠置山,X,X,O,,,笠置山 (京都府)
1043,太白山,O,O,O,210,13842,太白山
1044,中央山,X,O,X,,8427,
1045,イマキラ岳,O,O,X,1049,10816,
1046,眉山,O,X,O,900,,眉山 (徳島市)
1047,信夫山,O,O,O,218,14430,信夫山
1048,二上山,O,O,O,660,19701,二上山 (富山県)
1049,高館山,O,O,O,229,1741,高館山
1050,大楠山,O,O,O,384,3659,大楠山
1051,大山,O,O,X,1053,10771,
1052,天女ヶ倉,O,X,X,1037,,
1053,箟岳山,O,O,O,204,18044,箟岳山
1054,宇良部岳,O,O,O,1059,8494,与那国島
1055,久能山,O,O,O,649,14165,久能山
1056,畝傍山,O,O,O,731,5795,畝傍山
1057,大山,O,O,X,383,20193,
1058,摺鉢山（パイプ山）,X,O,X,,15641,
1059,天香久山,O,O,O,730,5804,天香久山
1060,耳成山,O,O,O,729,5952,耳成山
1061,大高森,O,X,O,205,,大高森
100207,薬萊山,O,O,O,207,14013,薬萊山
100226,鉄山,X,O,O,,13578,安達太良山
100242,朳差岳,O,O,O,242,1178,朳差岳
100326,志賀山,O,O,O,326,15195,志賀山
100557,茶臼山,X,O,X,,2744,
100588,奥仙重,X,O,O,,5017,櫛形山 (山梨県)
100701,屛風山,O,O,X,701,3354,
100842,烏帽子山,X,O,O,,12978,吾妻山 (広島県・島根県)
100892,大麻山,X,O,X,,9090,
101065,ワルサ山,X,O,X,,10084,
101066,亀ヶ岳,X,O,X,,14586,
101067,馬乗山,X,O,X,,10097,
101068,笠木山,X,O,X,,10085,
101069,蛇円山,X,O,O,,14464,蛇円山
101070,天神山,X,O,X,,10087,
101071,観音山,X,O,X,,15590,
101072,経ヶ丸山,X,O,X,,15591,
101073,甲山,X,O,X,,15589,
101074,小菅城山,X,O,X,,15592,
101075,城山,X,O,X,,15593,
101076,木野山,X,O,X,,15594,
101077,大倉山,X,O,X,,15595,
101078,高妻山,X,O,X,,15596,
101079,茶臼山,X,O,X,,15597,
101080,高越山,X,O,X,,15598,
101081,亀山,X,O,X,,15599,
101082,神戸山,X,O,X,,15600,
101083,鳶山,X,O,X,,15601,
101084,観音山,X,O,X,,15602,
101085,田鶴山,X,O,X,,15603,
101086,阿部山,X,O,X,,1772,
101087,伽藍山,X,O,X,,15605,
101088,中山,X,O,X,,15606,
101089,伊與部山,X,O,X,,15607,
101090,竹ノ子平,X,O,O,,15608,竹ノ子平
